ID,STUDENT_ID,DT,DTTM
53,184153,2024-01-23,"2024-01-23 13:02:30"
54,184153,2024-01-23,"2024-01-23 13:02:31"
55,184153,2024-01-23,"2024-01-23 13:02:31"
56,184153,2024-01-23,"2024-01-23 13:02:31"
57,184153,2024-01-23,"2024-01-23 13:02:31"
58,184153,2024-01-23,"2024-01-23 13:02:31"
59,184153,2024-01-23,"2024-01-23 13:02:31"
60,184153,2024-01-23,"2024-01-23 13:02:31"
61,184153,2024-01-23,"2024-01-23 13:02:31"
62,184153,2024-01-23,"2024-01-23 13:02:31"
63,184153,2024-01-23,"2024-01-23 13:02:32"
64,184153,2024-01-23,"2024-01-23 13:02:32"
65,184153,2024-01-23,"2024-01-23 13:02:32"
66,184153,2024-01-23,"2024-01-23 13:02:32"
67,184153,2024-01-23,"2024-01-23 13:02:32"
68,184153,2024-01-23,"2024-01-23 13:02:32"
69,184153,2024-01-23,"2024-01-23 13:02:32"
70,184454,2024-01-23,"2024-01-23 13:02:36"
71,184454,2024-01-23,"2024-01-23 13:02:36"
72,184454,2024-01-23,"2024-01-23 13:02:37"
73,184454,2024-01-23,"2024-01-23 13:02:37"
74,184454,2024-01-23,"2024-01-23 13:02:37"
75,184454,2024-01-23,"2024-01-23 13:02:37"
76,184454,2024-01-23,"2024-01-23 13:02:37"
77,184454,2024-01-23,"2024-01-23 13:02:37"
78,184454,2024-01-23,"2024-01-23 13:02:37"
79,184454,2024-01-23,"2024-01-23 13:02:37"
80,184454,2024-01-23,"2024-01-23 13:02:38"
81,184454,2024-01-23,"2024-01-23 13:02:38"
82,184454,2024-01-23,"2024-01-23 13:02:38"
83,184454,2024-01-23,"2024-01-23 13:02:38"
84,184454,2024-01-23,"2024-01-23 13:02:38"
85,184454,2024-01-23,"2024-01-23 13:02:39"
86,184454,2024-01-23,"2024-01-23 13:02:39"
87,184454,2024-01-23,"2024-01-23 13:02:39"
88,184454,2024-01-23,"2024-01-23 13:02:39"
89,184888,2024-01-23,"2024-01-23 13:02:41"
90,184888,2024-01-23,"2024-01-23 13:02:41"
91,184888,2024-01-23,"2024-01-23 13:02:41"
92,184888,2024-01-23,"2024-01-23 13:02:41"
93,184888,2024-01-23,"2024-01-23 13:02:41"
94,184888,2024-01-23,"2024-01-23 13:02:41"
95,184888,2024-01-23,"2024-01-23 13:02:41"
96,184888,2024-01-23,"2024-01-23 13:02:42"
97,184888,2024-01-23,"2024-01-23 13:02:42"
98,184888,2024-01-23,"2024-01-23 13:02:42"
99,184888,2024-01-23,"2024-01-23 13:02:42"
100,184888,2024-01-23,"2024-01-23 13:02:42"
101,184888,2024-01-23,"2024-01-23 13:02:42"
102,184888,2024-01-23,"2024-01-23 13:02:42"
103,184888,2024-01-23,"2024-01-23 13:02:42"
104,184888,2024-01-23,"2024-01-23 13:02:42"
105,184888,2024-01-23,"2024-01-23 13:02:43"
106,184888,2024-01-23,"2024-01-23 13:02:43"
107,184888,2024-01-23,"2024-01-23 13:02:43"
108,184888,2024-01-23,"2024-01-23 13:02:43"
109,184888,2024-01-23,"2024-01-23 13:02:43"
110,184888,2024-01-23,"2024-01-23 13:02:43"
111,184888,2024-01-23,"2024-01-23 13:02:43"
112,184888,2024-01-23,"2024-01-23 13:02:43"
113,184888,2024-01-23,"2024-01-23 13:02:43"
114,184888,2024-01-23,"2024-01-23 13:02:43"
115,184888,2024-01-23,"2024-01-23 13:02:44"
116,184888,2024-01-23,"2024-01-23 13:02:44"
117,184888,2024-01-23,"2024-01-23 13:02:44"
118,184888,2024-01-23,"2024-01-23 13:02:44"
119,184888,2024-01-23,"2024-01-23 13:02:44"
120,184888,2024-01-23,"2024-01-23 13:02:44"
121,184888,2024-01-23,"2024-01-23 13:02:44"
122,184888,2024-01-23,"2024-01-23 13:02:44"
123,184888,2024-01-23,"2024-01-23 13:02:44"
124,184888,2024-01-23,"2024-01-23 13:02:44"
125,184888,2024-01-23,"2024-01-23 13:02:45"
126,184888,2024-01-23,"2024-01-23 13:02:45"
127,183572,2024-01-23,"2024-01-23 13:02:48"
128,183572,2024-01-23,"2024-01-23 13:02:48"
129,183572,2024-01-23,"2024-01-23 13:02:48"
130,183572,2024-01-23,"2024-01-23 13:02:48"
131,183572,2024-01-23,"2024-01-23 13:02:48"
132,183572,2024-01-23,"2024-01-23 13:02:48"
133,183572,2024-01-23,"2024-01-23 13:02:48"
134,183572,2024-01-23,"2024-01-23 13:02:48"
135,183572,2024-01-23,"2024-01-23 13:02:49"
136,183572,2024-01-23,"2024-01-23 13:02:49"
137,183572,2024-01-23,"2024-01-23 13:02:49"
138,183572,2024-01-23,"2024-01-23 13:02:49"
139,183572,2024-01-23,"2024-01-23 13:02:49"
140,183572,2024-01-23,"2024-01-23 13:02:49"
141,183572,2024-01-23,"2024-01-23 13:02:49"
142,183572,2024-01-23,"2024-01-23 13:02:49"
143,183572,2024-01-23,"2024-01-23 13:02:50"
144,183572,2024-01-23,"2024-01-23 13:02:50"
145,183572,2024-01-23,"2024-01-23 13:02:50"
146,183572,2024-01-23,"2024-01-23 13:02:50"
147,183572,2024-01-23,"2024-01-23 13:02:50"
148,183572,2024-01-23,"2024-01-23 13:02:50"
149,183572,2024-01-23,"2024-01-23 13:02:50"
150,183572,2024-01-23,"2024-01-23 13:02:51"
151,183572,2024-01-23,"2024-01-23 13:02:51"
152,183572,2024-01-23,"2024-01-23 13:02:51"
153,183572,2024-01-23,"2024-01-23 13:02:51"
154,183572,2024-01-23,"2024-01-23 13:02:51"
155,183572,2024-01-23,"2024-01-23 13:02:51"
156,183572,2024-01-23,"2024-01-23 13:02:51"
157,184248,2024-01-23,"2024-01-23 13:02:56"
158,184248,2024-01-23,"2024-01-23 13:02:56"
159,184248,2024-01-23,"2024-01-23 13:02:56"
160,184248,2024-01-23,"2024-01-23 13:02:56"
161,184248,2024-01-23,"2024-01-23 13:02:57"
162,184248,2024-01-23,"2024-01-23 13:02:57"
163,184248,2024-01-23,"2024-01-23 13:02:57"
164,184248,2024-01-23,"2024-01-23 13:02:57"
165,184248,2024-01-23,"2024-01-23 13:02:57"
166,184248,2024-01-23,"2024-01-23 13:02:57"
167,184248,2024-01-23,"2024-01-23 13:02:57"
168,184248,2024-01-23,"2024-01-23 13:02:57"
169,184248,2024-01-23,"2024-01-23 13:02:57"
170,184248,2024-01-23,"2024-01-23 13:02:58"
171,184248,2024-01-23,"2024-01-23 13:02:58"
172,184248,2024-01-23,"2024-01-23 13:02:58"
173,184248,2024-01-23,"2024-01-23 13:02:58"
174,184248,2024-01-23,"2024-01-23 13:02:58"
175,184248,2024-01-23,"2024-01-23 13:02:58"
176,184248,2024-01-23,"2024-01-23 13:02:58"
177,184248,2024-01-23,"2024-01-23 13:02:58"
178,184248,2024-01-23,"2024-01-23 13:02:58"
179,184248,2024-01-23,"2024-01-23 13:02:59"
180,184248,2024-01-23,"2024-01-23 13:02:59"
181,184248,2024-01-23,"2024-01-23 13:02:59"
182,184248,2024-01-23,"2024-01-23 13:02:59"
183,183819,2024-01-23,"2024-01-23 13:03:04"
184,183819,2024-01-23,"2024-01-23 13:03:04"
185,183819,2024-01-23,"2024-01-23 13:03:04"
186,183819,2024-01-23,"2024-01-23 13:03:04"
187,183819,2024-01-23,"2024-01-23 13:03:05"
188,183819,2024-01-23,"2024-01-23 13:03:05"
189,183819,2024-01-23,"2024-01-23 13:03:05"
190,183819,2024-01-23,"2024-01-23 13:03:05"
191,183819,2024-01-23,"2024-01-23 13:03:05"
192,183819,2024-01-23,"2024-01-23 13:03:05"
193,183819,2024-01-23,"2024-01-23 13:03:05"
194,183819,2024-01-23,"2024-01-23 13:03:05"
195,183819,2024-01-23,"2024-01-23 13:03:05"
196,183819,2024-01-23,"2024-01-23 13:03:05"
197,183819,2024-01-23,"2024-01-23 13:03:06"
198,183819,2024-01-23,"2024-01-23 13:03:06"
199,183819,2024-01-23,"2024-01-23 13:03:06"
200,183819,2024-01-23,"2024-01-23 13:03:06"
201,183819,2024-01-23,"2024-01-23 13:03:06"
202,183819,2024-01-23,"2024-01-23 13:03:06"
203,183819,2024-01-23,"2024-01-23 13:03:06"
204,183819,2024-01-23,"2024-01-23 13:03:06"
205,183819,2024-01-23,"2024-01-23 13:03:06"
206,183819,2024-01-23,"2024-01-23 13:03:07"
207,183819,2024-01-23,"2024-01-23 13:03:07"
208,183819,2024-01-23,"2024-01-23 13:03:07"
209,183819,2024-01-23,"2024-01-23 13:03:07"
210,183819,2024-01-23,"2024-01-23 13:03:07"
211,183819,2024-01-23,"2024-01-23 13:03:07"
212,183819,2024-01-23,"2024-01-23 13:03:07"
213,183819,2024-01-23,"2024-01-23 13:03:07"
214,183819,2024-01-23,"2024-01-23 13:03:07"
215,183819,2024-01-23,"2024-01-23 13:03:07"
216,183819,2024-01-23,"2024-01-23 13:03:08"
217,183819,2024-01-23,"2024-01-23 13:03:08"
218,184185,2024-01-23,"2024-01-23 13:03:12"
219,184185,2024-01-23,"2024-01-23 13:03:12"
220,184185,2024-01-23,"2024-01-23 13:03:12"
221,184185,2024-01-23,"2024-01-23 13:03:12"
222,184185,2024-01-23,"2024-01-23 13:03:12"
223,184185,2024-01-23,"2024-01-23 13:03:12"
224,184185,2024-01-23,"2024-01-23 13:03:13"
225,184185,2024-01-23,"2024-01-23 13:03:13"
226,184185,2024-01-23,"2024-01-23 13:03:13"
227,184185,2024-01-23,"2024-01-23 13:03:13"
228,184185,2024-01-23,"2024-01-23 13:03:13"
229,184185,2024-01-23,"2024-01-23 13:03:13"
230,184185,2024-01-23,"2024-01-23 13:03:13"
231,184185,2024-01-23,"2024-01-23 13:03:13"
232,184185,2024-01-23,"2024-01-23 13:03:13"
233,184185,2024-01-23,"2024-01-23 13:03:13"
234,184185,2024-01-23,"2024-01-23 13:03:14"
235,184185,2024-01-23,"2024-01-23 13:03:14"
236,184185,2024-01-23,"2024-01-23 13:03:14"
237,184185,2024-01-23,"2024-01-23 13:03:14"
238,184185,2024-01-23,"2024-01-23 13:03:14"
239,184185,2024-01-23,"2024-01-23 13:03:14"
240,184185,2024-01-23,"2024-01-23 13:03:14"
241,184185,2024-01-23,"2024-01-23 13:03:14"
242,184185,2024-01-23,"2024-01-23 13:03:14"
243,184185,2024-01-23,"2024-01-23 13:03:15"
244,184185,2024-01-23,"2024-01-23 13:03:15"
245,184185,2024-01-23,"2024-01-23 13:03:16"
246,184185,2024-01-23,"2024-01-23 13:03:17"
247,184185,2024-01-23,"2024-01-23 13:03:18"
248,184185,2024-01-23,"2024-01-23 13:03:18"
249,184185,2024-01-23,"2024-01-23 13:03:19"
250,184089,2024-01-23,"2024-01-23 13:03:20"
251,184089,2024-01-23,"2024-01-23 13:03:21"
252,184089,2024-01-23,"2024-01-23 13:03:21"
253,184089,2024-01-23,"2024-01-23 13:03:22"
254,184089,2024-01-23,"2024-01-23 13:03:22"
255,184089,2024-01-23,"2024-01-23 13:03:22"
256,184089,2024-01-23,"2024-01-23 13:03:23"
257,184089,2024-01-23,"2024-01-23 13:03:23"
258,184089,2024-01-23,"2024-01-23 13:03:23"
259,184089,2024-01-23,"2024-01-23 13:03:23"
260,184089,2024-01-23,"2024-01-23 13:03:23"
261,184089,2024-01-23,"2024-01-23 13:03:23"
262,184089,2024-01-23,"2024-01-23 13:03:23"
263,184089,2024-01-23,"2024-01-23 13:03:23"
264,184089,2024-01-23,"2024-01-23 13:03:23"
265,184089,2024-01-23,"2024-01-23 13:03:23"
266,184089,2024-01-23,"2024-01-23 13:03:23"
267,184089,2024-01-23,"2024-01-23 13:03:23"
268,184089,2024-01-23,"2024-01-23 13:03:23"
269,184089,2024-01-23,"2024-01-23 13:03:23"
270,184089,2024-01-23,"2024-01-23 13:03:23"
271,184089,2024-01-23,"2024-01-23 13:03:23"
272,184089,2024-01-23,"2024-01-23 13:03:23"
273,184089,2024-01-23,"2024-01-23 13:03:23"
274,184089,2024-01-23,"2024-01-23 13:03:23"
275,184089,2024-01-23,"2024-01-23 13:03:23"
276,184089,2024-01-23,"2024-01-23 13:03:23"
277,184089,2024-01-23,"2024-01-23 13:03:23"
278,184089,2024-01-23,"2024-01-23 13:03:23"
279,184089,2024-01-23,"2024-01-23 13:03:23"
280,184089,2024-01-23,"2024-01-23 13:03:23"
281,184089,2024-01-23,"2024-01-23 13:03:24"
282,184089,2024-01-23,"2024-01-23 13:03:24"
283,184089,2024-01-23,"2024-01-23 13:03:24"
284,184089,2024-01-23,"2024-01-23 13:03:25"
285,184089,2024-01-23,"2024-01-23 13:03:25"
286,184089,2024-01-23,"2024-01-23 13:03:26"
287,184089,2024-01-23,"2024-01-23 13:03:27"
288,184089,2024-01-23,"2024-01-23 13:03:27"
289,184089,2024-01-23,"2024-01-23 13:03:28"
290,184089,2024-01-23,"2024-01-23 13:03:30"
291,184089,2024-01-23,"2024-01-23 13:03:30"
292,184089,2024-01-23,"2024-01-23 13:03:30"
293,184089,2024-01-23,"2024-01-23 13:03:30"
294,184089,2024-01-23,"2024-01-23 13:03:30"
295,184089,2024-01-23,"2024-01-23 13:03:30"
296,184089,2024-01-23,"2024-01-23 13:03:30"
297,184089,2024-01-23,"2024-01-23 13:03:30"
298,184018,2024-01-23,"2024-01-23 13:03:30"
299,184018,2024-01-23,"2024-01-23 13:03:30"
300,184018,2024-01-23,"2024-01-23 13:03:30"
301,184018,2024-01-23,"2024-01-23 13:03:30"
302,184018,2024-01-23,"2024-01-23 13:03:30"
303,184018,2024-01-23,"2024-01-23 13:03:30"
304,184018,2024-01-23,"2024-01-23 13:03:30"
305,184018,2024-01-23,"2024-01-23 13:03:30"
306,184018,2024-01-23,"2024-01-23 13:03:30"
307,184018,2024-01-23,"2024-01-23 13:03:30"
308,184018,2024-01-23,"2024-01-23 13:03:30"
309,184018,2024-01-23,"2024-01-23 13:03:30"
310,184018,2024-01-23,"2024-01-23 13:03:30"
311,184018,2024-01-23,"2024-01-23 13:03:31"
312,184018,2024-01-23,"2024-01-23 13:03:31"
313,184018,2024-01-23,"2024-01-23 13:03:31"
314,184018,2024-01-23,"2024-01-23 13:03:31"
315,184018,2024-01-23,"2024-01-23 13:03:31"
316,184018,2024-01-23,"2024-01-23 13:03:31"
317,184018,2024-01-23,"2024-01-23 13:03:31"
318,184018,2024-01-23,"2024-01-23 13:03:31"
319,184018,2024-01-23,"2024-01-23 13:03:31"
320,184018,2024-01-23,"2024-01-23 13:03:31"
321,184018,2024-01-23,"2024-01-23 13:03:31"
322,184018,2024-01-23,"2024-01-23 13:03:31"
323,184018,2024-01-23,"2024-01-23 13:03:31"
324,184018,2024-01-23,"2024-01-23 13:03:32"
325,184018,2024-01-23,"2024-01-23 13:03:32"
326,184018,2024-01-23,"2024-01-23 13:03:32"
327,184018,2024-01-23,"2024-01-23 13:03:32"
328,184801,2024-01-23,"2024-01-23 13:03:36"
329,184801,2024-01-23,"2024-01-23 13:03:36"
330,184801,2024-01-23,"2024-01-23 13:03:36"
331,184801,2024-01-23,"2024-01-23 13:03:36"
332,184801,2024-01-23,"2024-01-23 13:03:36"
333,184801,2024-01-23,"2024-01-23 13:03:37"
334,184801,2024-01-23,"2024-01-23 13:03:37"
335,184801,2024-01-23,"2024-01-23 13:03:37"
336,184801,2024-01-23,"2024-01-23 13:03:37"
337,184801,2024-01-23,"2024-01-23 13:03:37"
338,184801,2024-01-23,"2024-01-23 13:03:37"
339,184801,2024-01-23,"2024-01-23 13:03:38"
340,184801,2024-01-23,"2024-01-23 13:03:38"
341,184801,2024-01-23,"2024-01-23 13:03:39"
342,184801,2024-01-23,"2024-01-23 13:03:39"
343,184801,2024-01-23,"2024-01-23 13:03:40"
344,184801,2024-01-23,"2024-01-23 13:03:40"
345,184801,2024-01-23,"2024-01-23 13:03:41"
346,184801,2024-01-23,"2024-01-23 13:03:41"
347,184801,2024-01-23,"2024-01-23 13:03:42"
348,184801,2024-01-23,"2024-01-23 13:03:42"
349,184801,2024-01-23,"2024-01-23 13:03:43"
350,184801,2024-01-23,"2024-01-23 13:03:44"
351,184801,2024-01-23,"2024-01-23 13:03:44"
352,184801,2024-01-23,"2024-01-23 13:03:46"
353,184801,2024-01-23,"2024-01-23 13:03:47"
354,184801,2024-01-23,"2024-01-23 13:03:47"
355,184635,2024-01-23,"2024-01-23 13:03:47"
356,184635,2024-01-23,"2024-01-23 13:03:47"
357,184635,2024-01-23,"2024-01-23 13:03:47"
358,184635,2024-01-23,"2024-01-23 13:03:47"
359,184635,2024-01-23,"2024-01-23 13:03:47"
360,184635,2024-01-23,"2024-01-23 13:03:47"
361,184635,2024-01-23,"2024-01-23 13:03:47"
362,184635,2024-01-23,"2024-01-23 13:03:47"
363,184635,2024-01-23,"2024-01-23 13:03:47"
364,184635,2024-01-23,"2024-01-23 13:03:47"
365,184635,2024-01-23,"2024-01-23 13:03:47"
366,184635,2024-01-23,"2024-01-23 13:03:47"
367,184635,2024-01-23,"2024-01-23 13:03:47"
368,184635,2024-01-23,"2024-01-23 13:03:47"
369,184635,2024-01-23,"2024-01-23 13:03:47"
370,184635,2024-01-23,"2024-01-23 13:03:47"
371,184635,2024-01-23,"2024-01-23 13:03:47"
372,184635,2024-01-23,"2024-01-23 13:03:47"
373,184635,2024-01-23,"2024-01-23 13:03:48"
374,184635,2024-01-23,"2024-01-23 13:03:48"
375,184635,2024-01-23,"2024-01-23 13:03:48"
376,184635,2024-01-23,"2024-01-23 13:03:48"
377,184635,2024-01-23,"2024-01-23 13:03:48"
378,184635,2024-01-23,"2024-01-23 13:03:49"
379,184635,2024-01-23,"2024-01-23 13:03:50"
380,184635,2024-01-23,"2024-01-23 13:03:50"
381,184635,2024-01-23,"2024-01-23 13:03:51"
382,184635,2024-01-23,"2024-01-23 13:03:51"
383,184635,2024-01-23,"2024-01-23 13:03:52"
384,184635,2024-01-23,"2024-01-23 13:03:52"
385,184635,2024-01-23,"2024-01-23 13:03:53"
386,184635,2024-01-23,"2024-01-23 13:03:53"
387,184635,2024-01-23,"2024-01-23 13:03:53"
388,184635,2024-01-23,"2024-01-23 13:03:53"
389,184635,2024-01-23,"2024-01-23 13:03:53"
390,184635,2024-01-23,"2024-01-23 13:03:53"
391,184635,2024-01-23,"2024-01-23 13:03:53"
392,184635,2024-01-23,"2024-01-23 13:03:53"
393,184635,2024-01-23,"2024-01-23 13:03:53"
394,184635,2024-01-23,"2024-01-23 13:03:53"
395,184635,2024-01-23,"2024-01-23 13:03:53"
396,184635,2024-01-23,"2024-01-23 13:03:53"
397,184635,2024-01-23,"2024-01-23 13:03:53"
398,184635,2024-01-23,"2024-01-23 13:03:53"
399,184635,2024-01-23,"2024-01-23 13:03:53"
400,184635,2024-01-23,"2024-01-23 13:03:54"
401,184635,2024-01-23,"2024-01-23 13:03:54"
402,184635,2024-01-23,"2024-01-23 13:03:54"
403,184635,2024-01-23,"2024-01-23 13:03:54"
404,184635,2024-01-23,"2024-01-23 13:03:54"
405,184635,2024-01-23,"2024-01-23 13:03:54"
406,184635,2024-01-23,"2024-01-23 13:03:54"
407,184635,2024-01-23,"2024-01-23 13:03:54"
408,184635,2024-01-23,"2024-01-23 13:03:54"
409,184635,2024-01-23,"2024-01-23 13:03:54"
410,184635,2024-01-23,"2024-01-23 13:03:54"
411,184635,2024-01-23,"2024-01-23 13:03:54"
412,184635,2024-01-23,"2024-01-23 13:03:54"
413,184579,2024-01-23,"2024-01-23 13:03:54"
414,184579,2024-01-23,"2024-01-23 13:03:55"
415,184579,2024-01-23,"2024-01-23 13:03:55"
416,184579,2024-01-23,"2024-01-23 13:03:55"
417,184579,2024-01-23,"2024-01-23 13:03:55"
418,184579,2024-01-23,"2024-01-23 13:03:55"
419,184579,2024-01-23,"2024-01-23 13:03:56"
420,184579,2024-01-23,"2024-01-23 13:03:57"
421,184579,2024-01-23,"2024-01-23 13:03:57"
422,184579,2024-01-23,"2024-01-23 13:03:57"
423,184579,2024-01-23,"2024-01-23 13:03:57"
424,184579,2024-01-23,"2024-01-23 13:03:57"
425,184579,2024-01-23,"2024-01-23 13:03:57"
426,184579,2024-01-23,"2024-01-23 13:03:57"
427,184579,2024-01-23,"2024-01-23 13:03:57"
428,184579,2024-01-23,"2024-01-23 13:03:57"
429,184579,2024-01-23,"2024-01-23 13:03:57"
430,184579,2024-01-23,"2024-01-23 13:03:57"
431,184579,2024-01-23,"2024-01-23 13:03:57"
432,184579,2024-01-23,"2024-01-23 13:03:57"
433,184579,2024-01-23,"2024-01-23 13:03:57"
434,184579,2024-01-23,"2024-01-23 13:03:57"
435,184579,2024-01-23,"2024-01-23 13:03:57"
436,185289,2024-01-23,"2024-01-23 13:04:00"
437,185289,2024-01-23,"2024-01-23 13:04:00"
438,185289,2024-01-23,"2024-01-23 13:04:00"
439,185289,2024-01-23,"2024-01-23 13:04:01"
440,185289,2024-01-23,"2024-01-23 13:04:01"
441,185289,2024-01-23,"2024-01-23 13:04:01"
442,185289,2024-01-23,"2024-01-23 13:04:01"
443,185289,2024-01-23,"2024-01-23 13:04:01"
444,185289,2024-01-23,"2024-01-23 13:04:01"
445,185289,2024-01-23,"2024-01-23 13:04:01"
446,185289,2024-01-23,"2024-01-23 13:04:01"
447,185289,2024-01-23,"2024-01-23 13:04:02"
448,185289,2024-01-23,"2024-01-23 13:04:02"
449,185289,2024-01-23,"2024-01-23 13:04:02"
450,185289,2024-01-23,"2024-01-23 13:04:02"
451,185289,2024-01-23,"2024-01-23 13:04:02"
452,185289,2024-01-23,"2024-01-23 13:04:02"
453,185289,2024-01-23,"2024-01-23 13:04:02"
454,185289,2024-01-23,"2024-01-23 13:04:03"
455,184758,2024-01-23,"2024-01-23 13:04:06"
456,184758,2024-01-23,"2024-01-23 13:04:06"
457,184758,2024-01-23,"2024-01-23 13:04:07"
458,184758,2024-01-23,"2024-01-23 13:04:07"
459,184758,2024-01-23,"2024-01-23 13:04:07"
460,184758,2024-01-23,"2024-01-23 13:04:07"
461,184758,2024-01-23,"2024-01-23 13:04:07"
462,184758,2024-01-23,"2024-01-23 13:04:07"
463,184758,2024-01-23,"2024-01-23 13:04:07"
464,184758,2024-01-23,"2024-01-23 13:04:07"
465,184758,2024-01-23,"2024-01-23 13:04:08"
466,184758,2024-01-23,"2024-01-23 13:04:09"
467,184758,2024-01-23,"2024-01-23 13:04:09"
468,184758,2024-01-23,"2024-01-23 13:04:10"
469,184758,2024-01-23,"2024-01-23 13:04:10"
470,184758,2024-01-23,"2024-01-23 13:04:10"
471,184758,2024-01-23,"2024-01-23 13:04:10"
472,184758,2024-01-23,"2024-01-23 13:04:11"
473,184758,2024-01-23,"2024-01-23 13:04:11"
474,184758,2024-01-23,"2024-01-23 13:04:11"
475,184353,2024-01-23,"2024-01-23 13:04:14"
476,184353,2024-01-23,"2024-01-23 13:04:14"
477,184353,2024-01-23,"2024-01-23 13:04:15"
478,184353,2024-01-23,"2024-01-23 13:04:15"
479,184353,2024-01-23,"2024-01-23 13:04:15"
480,184353,2024-01-23,"2024-01-23 13:04:15"
481,184353,2024-01-23,"2024-01-23 13:04:15"
482,184353,2024-01-23,"2024-01-23 13:04:15"
483,184353,2024-01-23,"2024-01-23 13:04:15"
484,184353,2024-01-23,"2024-01-23 13:04:15"
485,184353,2024-01-23,"2024-01-23 13:04:15"
486,184353,2024-01-23,"2024-01-23 13:04:15"
487,184353,2024-01-23,"2024-01-23 13:04:16"
488,184353,2024-01-23,"2024-01-23 13:04:16"
489,184353,2024-01-23,"2024-01-23 13:04:16"
490,184353,2024-01-23,"2024-01-23 13:04:16"
491,184353,2024-01-23,"2024-01-23 13:04:16"
492,184353,2024-01-23,"2024-01-23 13:04:16"
493,184353,2024-01-23,"2024-01-23 13:04:16"
494,184353,2024-01-23,"2024-01-23 13:04:16"
495,184353,2024-01-23,"2024-01-23 13:04:16"
496,184353,2024-01-23,"2024-01-23 13:04:16"
497,184353,2024-01-23,"2024-01-23 13:04:17"
498,184353,2024-01-23,"2024-01-23 13:04:17"
499,184353,2024-01-23,"2024-01-23 13:04:17"
500,184353,2024-01-23,"2024-01-23 13:04:17"
501,184353,2024-01-23,"2024-01-23 13:04:17"
502,184353,2024-01-23,"2024-01-23 13:04:17"
503,184353,2024-01-23,"2024-01-23 13:04:17"
504,184353,2024-01-23,"2024-01-23 13:04:17"
505,184353,2024-01-23,"2024-01-23 13:04:17"
506,184353,2024-01-23,"2024-01-23 13:04:18"
507,184353,2024-01-23,"2024-01-23 13:04:18"
508,184353,2024-01-23,"2024-01-23 13:04:18"
509,184353,2024-01-23,"2024-01-23 13:04:18"
510,184353,2024-01-23,"2024-01-23 13:04:18"
511,184220,2024-01-23,"2024-01-23 13:04:21"
512,184220,2024-01-23,"2024-01-23 13:04:21"
513,184220,2024-01-23,"2024-01-23 13:04:21"
514,184220,2024-01-23,"2024-01-23 13:04:22"
515,184220,2024-01-23,"2024-01-23 13:04:23"
516,184220,2024-01-23,"2024-01-23 13:04:23"
517,184220,2024-01-23,"2024-01-23 13:04:23"
